Index,Date,Round,Time,Connectivity Index,Transect,Transect_location_GPS,Air_temperature,Wind_speed,Group,Species,AnonymSite
37,15/07/2021,1,AM,19.8,3,SY8444487701,24.3,2,Butterfly,Meadow_brown,SiteB
38,15/07/2021,1,AM,19.8,3,SY8444487701,24.3,2,Hoverfly,Cannot_ID_hoverfly,SiteB
39,15/07/2021,1,AM,19.8,3,SY8444487701,24.3,2,Butterfly,Meadow_brown,SiteB
40,15/07/2021,1,AM,19.8,3,SY8444487701,24.3,2,Hoverfly,Cannot_ID_hoverfly,SiteB
41,15/07/2021,1,AM,19.8,3,SY8444487701,24.3,2,Hoverfly,Cannot_ID_hoverfly,SiteB
42,15/07/2021,1,AM,19.8,3,SY8444487701,24.3,2,Butterfly,Meadow_brown,SiteB
43,15/07/2021,1,AM,19.8,3,SY8444487701,24.3,2,Bumblebee,Red_tailed_bumblebee,SiteB
44,15/07/2021,1,AM,19.8,3,SY8444487701,24.3,2,Bumblebee,Common_carder_bee,SiteB
45,15/07/2021,1,AM,19.8,3,SY8444487701,24.3,2,Bumblebee,Garden_bumblebee,SiteB
46,15/07/2021,1,AM,19.8,3,SY8444487701,24.3,2,Hoverfly,Cannot_ID_hoverfly,SiteB
47,15/07/2021,1,AM,19.8,3,SY8444487701,24.3,2,Butterfly,Meadow_brown,SiteB
48,15/07/2021,1,AM,19.8,4,SY8444287757,24.4,2.6,Butterfly,Large_skipper,SiteB
49,15/07/2021,1,AM,19.8,4,SY8444287757,24.4,2.6,Bumblebee,Garden_bumblebee,SiteB
50,15/07/2021,1,AM,19.8,4,SY8444287757,24.4,2.6,Butterfly,Large_skipper,SiteB
51,15/07/2021,1,AM,19.8,4,SY8444287757,24.4,2.6,Butterfly,Meadow_brown,SiteB
52,15/07/2021,1,AM,19.8,4,SY8444287757,24.4,2.6,Butterfly,Meadow_brown,SiteB
53,15/07/2021,1,AM,19.8,4,SY8444287757,24.4,2.6,Hoverfly,Cannot_ID_hoverfly,SiteB
54,15/07/2021,1,AM,19.8,4,SY8444287757,24.4,2.6,Hoverfly,Cannot_ID_hoverfly,SiteB
55,15/07/2021,1,AM,19.8,4,SY8444287757,24.4,2.6,Butterfly,Meadow_brown,SiteB
56,15/07/2021,1,AM,19.8,4,SY8444287757,24.4,2.6,Bumblebee,Buff_tailed_bumblebee,SiteB
57,15/07/2021,1,AM,19.8,4,SY8444287757,24.4,2.6,Butterfly,Meadow_brown,SiteB
58,15/07/2021,1,AM,19.8,5,SY4417877750,25.7,1.1,Butterfly,Ringlet,SiteB
59,15/07/2021,1,AM,19.8,5,SY4417877750,25.7,1.1,Butterfly,Meadow_brown,SiteB
60,15/07/2021,1,AM,19.8,5,SY4417877750,25.7,1.1,Butterfly,Meadow_brown,SiteB
61,15/07/2021,1,AM,19.8,5,SY4417877750,25.7,1.1,Butterfly,Marbled_white,SiteB
62,15/07/2021,1,AM,19.8,5,SY4417877750,25.7,1.1,Butterfly,Meadow_brown,SiteB
63,15/07/2021,1,AM,19.8,5,SY4417877750,25.7,1.1,Butterfly,Meadow_brown,SiteB
64,15/07/2021,1,AM,19.8,5,SY4417877750,25.7,1.1,Butterfly,Meadow_brown,SiteB
65,15/07/2021,1,AM,19.8,5,SY4417877750,25.7,1.1,Butterfly,Meadow_brown,SiteB
66,15/07/2021,1,AM,19.8,5,SY4417877750,25.7,1.1,Hoverfly,Cannot_ID_hoverfly,SiteB
67,15/07/2021,1,AM,19.8,5,SY4417877750,25.7,1.1,Butterfly,Meadow_brown,SiteB
68,15/07/2021,1,AM,19.8,5,SY4417877750,25.7,1.1,Butterfly,Meadow_brown,SiteB
69,15/07/2021,1,AM,19.8,5,SY4417877750,25.7,1.1,Butterfly,Meadow_brown,SiteB
70,15/07/2021,1,AM,19.8,5,SY4417877750,25.7,1.1,Butterfly,Meadow_brown,SiteB
71,15/07/2021,1,AM,19.8,6,SY8440987801,26.2,1.2,Butterfly,Meadow_brown,SiteB
72,15/07/2021,1,AM,19.8,6,SY8440987801,26.2,1.2,Butterfly,Meadow_brown,SiteB
73,15/07/2021,1,AM,19.8,6,SY8440987801,26.2,1.2,Butterfly,Meadow_brown,SiteB
74,15/07/2021,1,AM,19.8,6,SY8440987801,26.2,1.2,Moth,Cannot_ID_moth,SiteB
75,15/07/2021,1,AM,19.8,6,SY8440987801,26.2,1.2,Moth,Cannot_ID_moth,SiteB
76,15/07/2021,1,AM,19.8,6,SY8440987801,26.2,1.2,Butterfly,Meadow_brown,SiteB
77,15/07/2021,1,AM,19.8,6,SY8440987801,26.2,1.2,Butterfly,Large_skipper,SiteB
78,15/07/2021,1,AM,19.8,6,SY8440987801,26.2,1.2,Butterfly,Meadow_brown,SiteB
79,15/07/2021,1,AM,19.8,6,SY8440987801,26.2,1.2,Butterfly,Marbled_white,SiteB
80,15/07/2021,1,AM,19.8,6,SY8440987801,26.2,1.2,Bumblebee,Garden_bumblebee,SiteB
81,15/07/2021,1,AM,19.8,7,SY8432987759,25.7,2.2,Hoverfly,Cannot_ID_hoverfly,SiteB
82,15/07/2021,1,AM,19.8,7,SY8432987759,25.7,2.2,Butterfly,Meadow_brown,SiteB
83,15/07/2021,1,AM,19.8,7,SY8432987759,25.7,2.2,Butterfly,Marbled_white,SiteB
84,15/07/2021,1,AM,19.8,7,SY8432987759,25.7,2.2,Butterfly,Meadow_brown,SiteB
85,15/07/2021,1,AM,19.8,7,SY8432987759,25.7,2.2,Butterfly,Meadow_brown,SiteB
86,15/07/2021,1,AM,19.8,7,SY8432987759,25.7,2.2,Butterfly,Meadow_brown,SiteB
87,15/07/2021,1,AM,19.8,7,SY8432987759,25.7,2.2,Butterfly,Large_skipper,SiteB
88,15/07/2021,1,AM,19.8,7,SY8432987759,25.7,2.2,Butterfly,Meadow_brown,SiteB
89,15/07/2021,1,AM,19.8,7,SY8432987759,25.7,2.2,Bumblebee,Garden_bumblebee,SiteB
90,15/07/2021,1,AM,19.8,7,SY8432987759,25.7,2.2,Bumblebee,Garden_bumblebee,SiteB
91,15/07/2021,1,AM,19.8,7,SY8432987759,25.7,2.2,Butterfly,Meadow_brown,SiteB
92,15/07/2021,1,AM,19.8,7,SY8432987759,25.7,2.2,Butterfly,Meadow_brown,SiteB
93,15/07/2021,1,AM,19.8,7,SY8432987759,25.7,2.2,Butterfly,Large_skipper,SiteB
94,15/07/2021,1,AM,19.8,7,SY8432987759,25.7,2.2,Butterfly,Marbled_white,SiteB
95,15/07/2021,1,AM,19.8,7,SY8432987759,25.7,2.2,Butterfly,Meadow_brown,SiteB
96,15/07/2021,1,AM,19.8,8,SY8432787702,25.2,1,Butterfly,Meadow_brown,SiteB
97,15/07/2021,1,AM,19.8,8,SY8432787702,25.2,1,Butterfly,Meadow_brown,SiteB
98,15/07/2021,1,AM,19.8,8,SY8432787702,25.2,1,Butterfly,Meadow_brown,SiteB
99,15/07/2021,1,AM,19.8,8,SY8432787702,25.2,1,Bumblebee,Red_tailed_bumblebee,SiteB
100,15/07/2021,1,AM,19.8,8,SY8432787702,25.2,1,Butterfly,Marbled_white,SiteB
101,15/07/2021,1,AM,19.8,8,SY8432787702,25.2,1,Butterfly,Meadow_brown,SiteB
102,15/07/2021,1,AM,19.8,8,SY8432787702,25.2,1,Butterfly,Marbled_white,SiteB
103,15/07/2021,1,AM,19.8,8,SY8432787702,25.2,1,Butterfly,Meadow_brown,SiteB
104,15/07/2021,1,AM,19.8,8,SY8432787702,25.2,1,Butterfly,Peacock,SiteB
105,15/07/2021,1,AM,19.8,8,SY8432787702,25.2,1,Butterfly,Marbled_white,SiteB
106,15/07/2021,1,AM,19.8,8,SY8432787702,25.2,1,Bumblebee,Red_tailed_bumblebee,SiteB
107,15/07/2021,1,AM,19.8,8,SY8432787702,25.2,1,Butterfly,Large_skipper,SiteB
108,15/07/2021,1,AM,19.8,8,SY8432787702,25.2,1,Bumblebee,Garden_bumblebee,SiteB
109,15/07/2021,1,AM,19.8,8,SY8432787702,25.2,1,Hoverfly,Cannot_ID_hoverfly,SiteB
110,15/07/2021,1,AM,19.8,8,SY8432787702,25.2,1,Bumblebee,Garden_bumblebee,SiteB
111,15/07/2021,1,AM,19.8,8,SY8432787702,25.2,1,Butterfly,Ringlet,SiteB
112,15/07/2021,1,AM,19.8,8,SY8432787702,25.2,1,Butterfly,Meadow_brown,SiteB
113,15/07/2021,1,AM,19.8,8,SY8432787702,25.2,1,Butterfly,Meadow_brown,SiteB
114,15/07/2021,1,AM,19.8,8,SY8432787702,25.2,1,Hoverfly,Cannot_ID_hoverfly,SiteB
115,15/07/2021,1,AM,19.8,9,SY8433187678,25.8,1.2,Butterfly,Meadow_brown,SiteB
116,15/07/2021,1,AM,19.8,9,SY8433187678,25.8,1.2,Butterfly,Meadow_brown,SiteB
117,15/07/2021,1,AM,19.8,9,SY8433187678,25.8,1.2,Butterfly,Meadow_brown,SiteB
118,15/07/2021,1,AM,19.8,9,SY8433187678,25.8,1.2,Butterfly,Meadow_brown,SiteB
119,15/07/2021,1,AM,19.8,9,SY8433187678,25.8,1.2,Butterfly,Meadow_brown,SiteB
120,15/07/2021,1,AM,19.8,9,SY8433187678,25.8,1.2,Butterfly,Peacock,SiteB
121,15/07/2021,1,AM,19.8,9,SY8433187678,25.8,1.2,Bumblebee,Garden_bumblebee,SiteB
122,15/07/2021,1,AM,19.8,9,SY8433187678,25.8,1.2,Butterfly,Ringlet,SiteB
123,15/07/2021,1,AM,19.8,10,SY8432787622,25.5,0.8,Butterfly,Meadow_brown,SiteB
124,15/07/2021,1,AM,19.8,10,SY8432787622,25.5,0.8,Butterfly,Meadow_brown,SiteB
125,15/07/2021,1,AM,19.8,10,SY8432787622,25.5,0.8,Butterfly,Meadow_brown,SiteB
126,15/07/2021,1,AM,19.8,10,SY8432787622,25.5,0.8,Butterfly,Meadow_brown,SiteB
127,15/07/2021,1,AM,19.8,10,SY8432787622,25.5,0.8,Hoverfly,Cannot_ID_hoverfly,SiteB
128,15/07/2021,1,PM,61.6,1,SU0837107381,25.6,1.2,Hoverfly,Cannot_ID_hoverfly,SiteC
129,15/07/2021,1,PM,61.6,1,SU0837107381,25.6,1.2,Hoverfly,Cannot_ID_hoverfly,SiteC
130,15/07/2021,1,PM,61.6,1,SU0837107381,25.6,1.2,Butterfly,Meadow_brown,SiteC
131,15/07/2021,1,PM,61.6,1,SU0837107381,25.6,1.2,Bumblebee,Buff_tailed_bumblebee,SiteC
132,15/07/2021,1,PM,61.6,1,SU0837107381,25.6,1.2,Hoverfly,Cannot_ID_hoverfly,SiteC
133,15/07/2021,1,PM,61.6,2,SU0840007426,26.2,0.7,Butterfly,Meadow_brown,SiteC
134,15/07/2021,1,PM,61.6,2,SU0840007426,26.2,0.7,Butterfly,Gatekeeper,SiteC
135,15/07/2021,1,PM,61.6,2,SU0840007426,26.2,0.7,Moth,Cannot_ID_moth,SiteC
136,15/07/2021,1,PM,61.6,3,SU0841707495,26,0.6,Butterfly,Meadow_brown,SiteC
137,15/07/2021,1,PM,61.6,3,SU0841707495,26,0.6,Butterfly,Meadow_brown,SiteC
138,15/07/2021,1,PM,61.6,3,SU0841707495,26,0.6,Butterfly,Meadow_brown,SiteC
139,15/07/2021,1,PM,61.6,4,SU0797407427,25.3,0.6,Butterfly,Meadow_brown,SiteC
140,15/07/2021,1,PM,61.6,4,SU0797407427,25.3,0.6,Hoverfly,Cannot_ID_hoverfly,SiteC
141,15/07/2021,1,PM,61.6,4,SU0797407427,25.3,0.6,Butterfly,Ringlet,SiteC
142,15/07/2021,1,PM,61.6,4,SU0797407427,25.3,0.6,Butterfly,Meadow_brown,SiteC
143,15/07/2021,1,PM,61.6,4,SU0797407427,25.3,0.6,Butterfly,Large_skipper,SiteC
144,15/07/2021,1,PM,61.6,4,SU0797407427,25.3,0.6,Butterfly,Meadow_brown,SiteC
145,15/07/2021,1,PM,61.6,4,SU0797407427,25.3,0.6,Butterfly,Ringlet,SiteC
146,15/07/2021,1,PM,61.6,5,SU0798307488,24.1,0.6,Butterfly,Large_skipper,SiteC
147,15/07/2021,1,PM,61.6,5,SU0798307488,24.1,0.6,Butterfly,Large_skipper,SiteC
148,15/07/2021,1,PM,61.6,5,SU0798307488,24.1,0.6,Butterfly,Meadow_brown,SiteC
149,15/07/2021,1,PM,61.6,5,SU0798307488,24.1,0.6,Butterfly,Large_skipper,SiteC
150,15/07/2021,1,PM,61.6,5,SU0798307488,24.1,0.6,Butterfly,Meadow_brown,SiteC
151,15/07/2021,1,PM,61.6,5,SU0798307488,24.1,0.6,Butterfly,Large_skipper,SiteC
152,15/07/2021,1,PM,61.6,6,SU0808507371,25.5,0.4,Butterfly,Meadow_brown,SiteC
153,15/07/2021,1,PM,61.6,6,SU0808507371,25.5,0.4,Butterfly,Meadow_brown,SiteC
154,15/07/2021,1,PM,61.6,6,SU0808507371,25.5,0.4,Butterfly,Large_skipper,SiteC
155,15/07/2021,1,PM,61.6,6,SU0808507371,25.5,0.4,Butterfly,Meadow_brown,SiteC
156,15/07/2021,1,PM,61.6,6,SU0808507371,25.5,0.4,Butterfly,Meadow_brown,SiteC
157,15/07/2021,1,PM,61.6,6,SU0808507371,25.5,0.4,Butterfly,Ringlet,SiteC
158,15/07/2021,1,PM,61.6,6,SU0808507371,25.5,0.4,Butterfly,Ringlet,SiteC
159,15/07/2021,1,PM,61.6,6,SU0808507371,25.5,0.4,Honeybee,Honeybee,SiteC
160,15/07/2021,1,PM,61.6,6,SU0808507371,25.5,0.4,Butterfly,Meadow_brown,SiteC
161,15/07/2021,1,PM,61.6,6,SU0808507371,25.5,0.4,Butterfly,Meadow_brown,SiteC
162,15/07/2021,1,PM,61.6,6,SU0808507371,25.5,0.4,Butterfly,Large_skipper,SiteC
163,15/07/2021,1,PM,61.6,6,SU0808507371,25.5,0.4,Butterfly,Meadow_brown,SiteC
164,15/07/2021,1,PM,61.6,6,SU0808507371,25.5,0.4,Butterfly,Meadow_brown,SiteC
165,15/07/2021,1,PM,61.6,6,SU0808507371,25.5,0.4,Butterfly,Meadow_brown,SiteC
166,15/07/2021,1,PM,61.6,6,SU0808507371,25.5,0.4,Butterfly,Marbled_white,SiteC
167,15/07/2021,1,PM,61.6,6,SU0808507371,25.5,0.4,Butterfly,Meadow_brown,SiteC
168,15/07/2021,1,PM,61.6,6,SU0808507371,25.5,0.4,Butterfly,Meadow_brown,SiteC
169,15/07/2021,1,PM,61.6,6,SU0808507371,25.5,0.4,Butterfly,Large_skipper,SiteC
170,15/07/2021,1,PM,61.6,6,SU0808507371,25.5,0.4,Butterfly,Large_skipper,SiteC
171,15/07/2021,1,PM,61.6,7,SU0836807271,27.4,0.9,Butterfly,Large_skipper,SiteC
172,15/07/2021,1,PM,61.6,7,SU0836807271,27.4,0.9,Butterfly,Meadow_brown,SiteC
173,15/07/2021,1,PM,61.6,7,SU0836807271,27.4,0.9,Butterfly,Ringlet,SiteC
174,15/07/2021,1,PM,61.6,7,SU0836807271,27.4,0.9,Butterfly,Ringlet,SiteC
175,15/07/2021,1,PM,61.6,7,SU0836807271,27.4,0.9,Butterfly,Meadow_brown,SiteC
176,15/07/2021,1,PM,61.6,7,SU0836807271,27.4,0.9,Butterfly,Large_skipper,SiteC
177,15/07/2021,1,PM,61.6,7,SU0836807271,27.4,0.9,Butterfly,Meadow_brown,SiteC
178,15/07/2021,1,PM,61.6,7,SU0836807271,27.4,0.9,Butterfly,Meadow_brown,SiteC
179,15/07/2021,1,PM,61.6,7,SU0836807271,27.4,0.9,Butterfly,Marbled_white,SiteC
180,15/07/2021,1,PM,61.6,8,SU0844407196,26,1.3,Butterfly,Meadow_brown,SiteC
181,15/07/2021,1,PM,61.6,8,SU0844407196,26,1.3,Butterfly,Meadow_brown,SiteC
182,15/07/2021,1,PM,61.6,9,SU0842507160,26.3,1.7,Bumblebee,Buff_tailed_bumblebee,SiteC
183,15/07/2021,1,PM,61.6,9,SU0842507160,26.3,1.7,Butterfly,Meadow_brown,SiteC
184,15/07/2021,1,PM,61.6,10,SU0838907115,27,2.3,Butterfly,Meadow_brown,SiteC
185,15/07/2021,1,PM,61.6,10,SU0838907115,27,2.3,Butterfly,Meadow_brown,SiteC
186,16/07/2021,1,AM,7.8,1,SU3821044157,24.9,0,Butterfly,Marbled_white,SiteD
187,16/07/2021,1,AM,7.8,1,SU3821044157,24.9,0,Butterfly,Meadow_brown,SiteD
188,16/07/2021,1,AM,7.8,1,SU3821044157,24.9,0,Bumblebee,Buff_or_white_tailed_bumblebee,SiteD
189,16/07/2021,1,AM,7.8,1,SU3821044157,24.9,0,Butterfly,Marbled_white,SiteD
190,16/07/2021,1,AM,7.8,1,SU3821044157,24.9,0,Butterfly,Gatekeeper,SiteD
191,16/07/2021,1,AM,7.8,1,SU3821044157,24.9,0,Butterfly,Meadow_brown,SiteD
192,16/07/2021,1,AM,7.8,1,SU3821044157,24.9,0,Butterfly,Meadow_brown,SiteD
193,16/07/2021,1,AM,7.8,1,SU3821044157,24.9,0,Butterfly,Marbled_white,SiteD
194,16/07/2021,1,AM,7.8,1,SU3821044157,24.9,0,Butterfly,Marbled_white,SiteD
195,16/07/2021,1,AM,7.8,1,SU3821044157,24.9,0,Hoverfly,Cannot_ID_hoverfly,SiteD
196,16/07/2021,1,AM,7.8,1,SU3821044157,24.9,0,Moth,Cannot_ID_moth,SiteD
197,16/07/2021,1,AM,7.8,1,SU3821044157,24.9,0,Bumblebee,Red_tailed_bumblebee,SiteD
198,16/07/2021,1,AM,7.8,1,SU3821044157,24.9,0,Butterfly,Meadow_brown,SiteD
199,16/07/2021,1,AM,7.8,1,SU3821044157,24.9,0,Butterfly,Marbled_white,SiteD
200,16/07/2021,1,AM,7.8,1,SU3821044157,24.9,0,Bumblebee,Red_tailed_bumblebee,SiteD
201,16/07/2021,1,AM,7.8,2,SU3822144217,24.7,2.5,Butterfly,Meadow_brown,SiteD
202,16/07/2021,1,AM,7.8,2,SU3822144217,24.7,2.5,Butterfly,Marbled_white,SiteD
203,16/07/2021,1,AM,7.8,2,SU3822144217,24.7,2.5,Butterfly,Marbled_white,SiteD
204,16/07/2021,1,AM,7.8,2,SU3822144217,24.7,2.5,Butterfly,Meadow_brown,SiteD
205,16/07/2021,1,AM,7.8,2,SU3822144217,24.7,2.5,Butterfly,Meadow_brown,SiteD
206,16/07/2021,1,AM,7.8,2,SU3822144217,24.7,2.5,Butterfly,Meadow_brown,SiteD
207,16/07/2021,1,AM,7.8,2,SU3822144217,24.7,2.5,Butterfly,Meadow_brown,SiteD
208,16/07/2021,1,AM,7.8,2,SU3822144217,24.7,2.5,Bumblebee,Buff_or_white_tailed_bumblebee,SiteD
209,16/07/2021,1,AM,7.8,2,SU3822144217,24.7,2.5,Butterfly,Meadow_brown,SiteD
210,16/07/2021,1,AM,7.8,2,SU3822144217,24.7,2.5,Butterfly,Marbled_white,SiteD
211,16/07/2021,1,AM,7.8,2,SU3822144217,24.7,2.5,Butterfly,Marbled_white,SiteD
212,16/07/2021,1,AM,7.8,2,SU3822144217,24.7,2.5,Butterfly,Meadow_brown,SiteD
213,16/07/2021,1,AM,7.8,2,SU3822144217,24.7,2.5,Bumblebee,Red_tailed_bumblebee,SiteD
214,16/07/2021,1,AM,7.8,2,SU3822144217,24.7,2.5,Butterfly,Meadow_brown,SiteD
215,16/07/2021,1,AM,7.8,2,SU3822144217,24.7,2.5,Butterfly,Gatekeeper,SiteD
216,16/07/2021,1,AM,7.8,2,SU3822144217,24.7,2.5,Butterfly,Meadow_brown,SiteD
217,16/07/2021,1,AM,7.8,2,SU3822144217,24.7,2.5,Butterfly,Marbled_white,SiteD
218,16/07/2021,1,AM,7.8,3,SU3818744281,23.1,1.1,Honeybee,Honeybee,SiteD
219,16/07/2021,1,AM,7.8,3,SU3818744281,23.1,1.1,Butterfly,Meadow_brown,SiteD
220,16/07/2021,1,AM,7.8,3,SU3818744281,23.1,1.1,Butterfly,Meadow_brown,SiteD
221,16/07/2021,1,AM,7.8,3,SU3818744281,23.1,1.1,Butterfly,Meadow_brown,SiteD
222,16/07/2021,1,AM,7.8,3,SU3818744281,23.1,1.1,Butterfly,Gatekeeper,SiteD
223,16/07/2021,1,AM,7.8,3,SU3818744281,23.1,1.1,Bumblebee,Red_tailed_bumblebee,SiteD
224,16/07/2021,1,AM,7.8,3,SU3818744281,23.1,1.1,Bumblebee,Buff_tailed_bumblebee,SiteD
225,16/07/2021,1,AM,7.8,3,SU3818744281,23.1,1.1,Butterfly,Marbled_white,SiteD
226,16/07/2021,1,AM,7.8,3,SU3818744281,23.1,1.1,Moth,Cannot_ID_moth,SiteD
227,16/07/2021,1,AM,7.8,4,SU3818844444,23.6,1.1,Butterfly,Meadow_brown,SiteD
228,16/07/2021,1,AM,7.8,4,SU3818844444,23.6,1.1,Butterfly,Meadow_brown,SiteD
229,16/07/2021,1,AM,7.8,4,SU3818844444,23.6,1.1,Butterfly,Meadow_brown,SiteD
230,16/07/2021,1,AM,7.8,4,SU3818844444,23.6,1.1,Butterfly,Meadow_brown,SiteD
231,16/07/2021,1,AM,7.8,4,SU3818844444,23.6,1.1,Butterfly,Meadow_brown,SiteD
232,16/07/2021,1,AM,7.8,4,SU3818844444,23.6,1.1,Butterfly,Buff_or_white_tailed_bumblebee,SiteD
233,16/07/2021,1,AM,7.8,4,SU3818844444,23.6,1.1,Butterfly,Meadow_brown,SiteD
234,16/07/2021,1,AM,7.8,4,SU3818844444,23.6,1.1,Butterfly,Meadow_brown,SiteD
235,16/07/2021,1,AM,7.8,4,SU3818844444,23.6,1.1,Butterfly,Meadow_brown,SiteD
236,16/07/2021,1,AM,7.8,4,SU3818844444,23.6,1.1,Butterfly,Meadow_brown,SiteD
237,16/07/2021,1,AM,7.8,4,SU3818844444,23.6,1.1,Hoverfly,Cannot_ID_hoverfly,SiteD
238,16/07/2021,1,AM,7.8,4,SU3818844444,23.6,1.1,Butterfly,Large_skipper,SiteD
239,16/07/2021,1,AM,7.8,5,SU3820144522,22.7,1.3,Butterfly,Meadow_brown,SiteD
240,16/07/2021,1,AM,7.8,5,SU3820144522,22.7,1.3,Butterfly,Meadow_brown,SiteD
241,16/07/2021,1,AM,7.8,5,SU3820144522,22.7,1.3,Butterfly,Meadow_brown,SiteD
242,16/07/2021,1,AM,7.8,5,SU3820144522,22.7,1.3,Hoverfly,Cannot_ID_hoverfly,SiteD
243,16/07/2021,1,AM,7.8,5,SU3820144522,22.7,1.3,Honeybee,Honeybee,SiteD
244,16/07/2021,1,AM,7.8,5,SU3820144522,22.7,1.3,Bumblebee,Red_tailed_bumblebee,SiteD
245,16/07/2021,1,AM,7.8,5,SU3820144522,22.7,1.3,Bumblebee,Red_tailed_bumblebee,SiteD
246,16/07/2021,1,AM,7.8,5,SU3820144522,22.7,1.3,Butterfly,Meadow_brown,SiteD
247,16/07/2021,1,AM,7.8,5,SU3820144522,22.7,1.3,Butterfly,Meadow_brown,SiteD
248,16/07/2021,1,AM,7.8,5,SU3820144522,22.7,1.3,Hoverfly,Cannot_ID_hoverfly,SiteD
249,16/07/2021,1,AM,7.8,5,SU3820144522,22.7,1.3,Hoverfly,Cannot_ID_hoverfly,SiteD
250,16/07/2021,1,AM,7.8,5,SU3820144522,22.7,1.3,Honeybee,Honeybee,SiteD
251,16/07/2021,1,AM,7.8,5,SU3820144522,22.7,1.3,Bumblebee,Buff_tailed_bumblebee,SiteD
252,16/07/2021,1,AM,7.8,6,SU3799344142,24.4,1.7,Butterfly,Ringlet,SiteD
253,16/07/2021,1,AM,7.8,6,SU3799344142,24.4,1.7,Butterfly,Meadow_brown,SiteD
