,AV_OC_100,AV_OC_150,AV_OC_30,AV_STK_100,AV_STK_150,AV_STK_30,AnonymSite,BIRDFOOD,BUTTLARVFOOD,B_leaf,CSM_pos,CS_SQUARE,Cwr,DATA_SOURCE,DOMIN_CONVERSION,DRAINAGE,EUCLIDEAN_DISTANCE,FERTILITY,Fg1,Fg2,GOOGLE_IMAGE_DATE,HABITAT,INCLUDED,IW,KgSughacovyr,LANDCOVER,MAP_UNIT,MN_OC_100,MN_OC_150,MN_OC_30,MN_STK_100,MN_STK_150,MN_STK_30,MX_OC_100,MX_OC_150,MX_OC_30,MX_STK_100,MX_STK_150,MX_STK_30,NAME,NOTES,N_fix,PERCENT_COVER,PREVIOUS_LAND_USE,Pollen,Precip_1,QUADRAT_ID,SITE_NUMBER,SOILSCAPE,SOLAR_EAST,SOLAR_NORTH,SS_ID,SURVEY_YEAR,Sphag_SPECIES,TEXTsubsoil textureURE_1,TREATMENT,URL,VEG_SPECIES_FINAL,VEG_SPECIES_ORIGINAL,X,Y,avgTemp_1,elev_1,topsoil texture
4303,0.51,0.14,3.16,0.6,0.0,9.26,SiteHH,1.0,1.0,Nil,Nil,269.0,y,CountrysideSurvey,NO,Freely_draining,13.03840481,Lime-rich,Nil,Nil,Nil,Herb-rich_Downland_and_limestone_pastures;_limestone_pavements_in_the_uplands;_Beech_hangers_and_other_lime-rich_woodlands,YES,Nil,803.62,Arable_and_grassland,0343a,0.29,0.1,2.43,0.6,0.0,7.84,0.71,0.2,3.9,5.18,0.0,10.79,GRADE_3,Nil,y,5.0,Nil,Nil,765.0,31IG1,31.0,Shallow_lime-rich_soils_over_chalk_or_limestone,424.0,206.0,3.0,2007.0,Nil,rock,IG,http://www.landis.org.uk/services/soilsguide/soilscapes.cfm?ssid=3,Trifolium_repens,Trifolium_repens,417000.0,217000.0,9.24722957611084,189.0,Loamy
4304,0.51,0.14,3.16,0.6,0.0,9.26,SiteHH,Nil,1.0,Nil,1.0,269.0,y,CountrysideSurvey,NO,Freely_draining,13.03840481,Lime-rich,1.0,Nil,Nil,Herb-rich_Downland_and_limestone_pastures;_limestone_pavements_in_the_uplands;_Beech_hangers_and_other_lime-rich_woodlands,YES,Nil,Nil,Arable_and_grassland,0343a,0.29,0.1,2.43,0.6,0.0,7.84,0.71,0.2,3.9,5.18,0.0,10.79,GRADE_3,Nil,Nil,25.0,Nil,1.0,765.0,31NG3,31.0,Shallow_lime-rich_soils_over_chalk_or_limestone,424.0,206.0,3.0,2007.0,Nil,rock,NG,http://www.landis.org.uk/services/soilsguide/soilscapes.cfm?ssid=3,Agrostis_spp,Agrostis_stolonifera,417000.0,217000.0,9.24722957611084,189.0,Loamy
4305,0.51,0.14,3.16,0.6,0.0,9.26,SiteHH,Nil,1.0,Nil,Nil,269.0,y,CountrysideSurvey,NO,Freely_draining,13.03840481,Lime-rich,Nil,Nil,Nil,Herb-rich_Downland_and_limestone_pastures;_limestone_pavements_in_the_uplands;_Beech_hangers_and_other_lime-rich_woodlands,YES,Nil,Nil,Arable_and_grassland,0343a,0.29,0.1,2.43,0.6,0.0,7.84,0.71,0.2,3.9,5.18,0.0,10.79,GRADE_3,Nil,Nil,1.0,Nil,1.0,765.0,31NG3,31.0,Shallow_lime-rich_soils_over_chalk_or_limestone,424.0,206.0,3.0,2007.0,Nil,rock,NG,http://www.landis.org.uk/services/soilsguide/soilscapes.cfm?ssid=3,Arrhenatherum_elatius,Arrhenatherum_elatius,417000.0,217000.0,9.24722957611084,189.0,Loamy
4306,0.51,0.14,3.16,0.6,0.0,9.26,SiteHH,Nil,1.0,Nil,Nil,269.0,y,CountrysideSurvey,NO,Freely_draining,13.03840481,Lime-rich,1.0,Nil,Nil,Herb-rich_Downland_and_limestone_pastures;_limestone_pavements_in_the_uplands;_Beech_hangers_and_other_lime-rich_woodlands,YES,Nil,Nil,Arable_and_grassland,0343a,0.29,0.1,2.43,0.6,0.0,7.84,0.71,0.2,3.9,5.18,0.0,10.79,GRADE_3,Nil,Nil,1.0,Nil,1.0,765.0,31NG3,31.0,Shallow_lime-rich_soils_over_chalk_or_limestone,424.0,206.0,3.0,2007.0,Nil,rock,NG,http://www.landis.org.uk/services/soilsguide/soilscapes.cfm?ssid=3,Cynosurus_cristatus,Cynosurus_cristatus,417000.0,217000.0,9.24722957611084,189.0,Loamy
4307,0.51,0.14,3.16,0.6,0.0,9.26,SiteHH,1.0,1.0,Nil,1.0,269.0,y,CountrysideSurvey,NO,Freely_draining,13.03840481,Lime-rich,Nil,Nil,Nil,Herb-rich_Downland_and_limestone_pastures;_limestone_pavements_in_the_uplands;_Beech_hangers_and_other_lime-rich_woodlands,YES,Nil,Nil,Arable_and_grassland,0343a,0.29,0.1,2.43,0.6,0.0,7.84,0.71,0.2,3.9,5.18,0.0,10.79,GRADE_3,Nil,Nil,11.0,Nil,Nil,765.0,31NG3,31.0,Shallow_lime-rich_soils_over_chalk_or_limestone,424.0,206.0,3.0,2007.0,Nil,rock,NG,http://www.landis.org.uk/services/soilsguide/soilscapes.cfm?ssid=3,Fescue_spp,Nil,417000.0,217000.0,9.24722957611084,189.0,Loamy
4308,0.51,0.14,3.16,0.6,0.0,9.26,SiteHH,Nil,1.0,Nil,1.0,269.0,y,CountrysideSurvey,NO,Freely_draining,13.03840481,Lime-rich,Nil,Nil,Nil,Herb-rich_Downland_and_limestone_pastures;_limestone_pavements_in_the_uplands;_Beech_hangers_and_other_lime-rich_woodlands,YES,Nil,22.59,Arable_and_grassland,0343a,0.29,0.1,2.43,0.6,0.0,7.84,0.71,0.2,3.9,5.18,0.0,10.79,GRADE_3,Nil,y,40.0,Nil,Nil,765.0,31NG3,31.0,Shallow_lime-rich_soils_over_chalk_or_limestone,424.0,206.0,3.0,2007.0,Nil,rock,NG,http://www.landis.org.uk/services/soilsguide/soilscapes.cfm?ssid=3,Lotus_corniculatus,Lotus_corniculatus,417000.0,217000.0,9.24722957611084,189.0,Loamy
4309,Nil,Nil,Nil,Nil,Nil,Nil,SiteHH,Nil,Nil,Nil,Nil,269.0,Nil,CountrysideSurvey,NO,Nil,Nil,Nil,Nil,Nil,Nil,Nil,NO,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Cover_values_added_to_""Fescue_spp""_(see_column_D)",Nil,1.0,Nil,Nil,Nil,31NG3,31.0,Nil,Nil,Nil,Nil,2007.0,Nil,Nil,NG,Nil,Nil,Festuca_pratensis,417000.0,217000.0,Nil,Nil,Nil
4310,Nil,Nil,Nil,Nil,Nil,Nil,SiteHH,Nil,Nil,Nil,Nil,269.0,Nil,CountrysideSurvey,NO,Nil,Nil,Nil,Nil,Nil,Nil,Nil,NO,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Cover_values_added_to_""Fescue_spp""_(see_column_D)",Nil,10.0,Nil,Nil,Nil,31NG3,31.0,Nil,Nil,Nil,Nil,2007.0,Nil,Nil,NG,Nil,Nil,Festuca_rubra_agg.,417000.0,217000.0,Nil,Nil,Nil
4311,Nil,Nil,Nil,Nil,Nil,Nil,SiteHH,Nil,Nil,Nil,Nil,269.0,Nil,CountrysideSurvey,NO,Nil,Nil,Nil,Nil,Nil,Nil,Nil,NO,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Cover_values_added_to_""Phleum_spp""_(see_column_D)",Nil,1.0,Nil,Nil,Nil,31NG3,31.0,Nil,Nil,Nil,Nil,2007.0,Nil,Nil,NG,Nil,Nil,Phleum_bertolonii,417000.0,217000.0,Nil,Nil,Nil
4312,Nil,Nil,Nil,Nil,Nil,Nil,SiteHH,Nil,Nil,Nil,Nil,269.0,Nil,CountrysideSurvey,NO,Nil,Nil,Nil,Nil,Nil,Nil,Nil,NO,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,"Cover_values_added_to_""Phleum_spp""_(see_column_D)",Nil,1.0,Nil,Nil,Nil,31NG3,31.0,Nil,Nil,Nil,Nil,2007.0,Nil,Nil,NG,Nil,Nil,Phleum_pratense_sens.lat.,417000.0,217000.0,Nil,Nil,Nil
4313,0.51,0.14,3.16,0.6,0.0,9.26,SiteHH,Nil,1.0,Nil,1.0,269.0,y,CountrysideSurvey,NO,Freely_draining,13.03840481,Lime-rich,Nil,Nil,Nil,Herb-rich_Downland_and_limestone_pastures;_limestone_pavements_in_the_uplands;_Beech_hangers_and_other_lime-rich_woodlands,YES,Nil,Nil,Arable_and_grassland,0343a,0.29,0.1,2.43,0.6,0.0,7.84,0.71,0.2,3.9,5.18,0.0,10.79,GRADE_3,Nil,Nil,2.0,Nil,Nil,765.0,31NG3,31.0,Shallow_lime-rich_soils_over_chalk_or_limestone,424.0,206.0,3.0,2007.0,Nil,rock,NG,http://www.landis.org.uk/services/soilsguide/soilscapes.cfm?ssid=3,Phleum_spp,Nil,417000.0,217000.0,9.24722957611084,189.0,Loamy
4314,0.51,0.14,3.16,0.6,0.0,9.26,SiteHH,1.0,1.0,Nil,Nil,269.0,y,CountrysideSurvey,NO,Freely_draining,13.03840481,Lime-rich,1.0,Nil,Nil,Herb-rich_Downland_and_limestone_pastures;_limestone_pavements_in_the_uplands;_Beech_hangers_and_other_lime-rich_woodlands,YES,Nil,Nil,Arable_and_grassland,0343a,0.29,0.1,2.43,0.6,0.0,7.84,0.71,0.2,3.9,5.18,0.0,10.79,GRADE_3,Nil,Nil,25.0,Nil,Nil,765.0,31NG3,31.0,Shallow_lime-rich_soils_over_chalk_or_limestone,424.0,206.0,3.0,2007.0,Nil,rock,NG,http://www.landis.org.uk/services/soilsguide/soilscapes.cfm?ssid=3,Poa_spp,Poa_pratensis_sens.lat.,417000.0,217000.0,9.24722957611084,189.0,Loamy
4315,0.51,0.14,3.16,0.6,0.0,9.26,SiteHH,Nil,1.0,w,1.0,269.0,n,CountrysideSurvey,NO,Freely_draining,13.03840481,Lime-rich,Nil,Nil,Nil,Herb-rich_Downland_and_limestone_pastures;_limestone_pavements_in_the_uplands;_Beech_hangers_and_other_lime-rich_woodlands,YES,Nil,3131.0299999999997,Arable_and_grassland,0343a,0.29,0.1,2.43,0.6,0.0,7.84,0.71,0.2,3.9,5.18,0.0,10.79,GRADE_3,Nil,Nil,1.0,Nil,Nil,765.0,31NG3,31.0,Shallow_lime-rich_soils_over_chalk_or_limestone,424.0,206.0,3.0,2007.0,Nil,rock,NG,http://www.landis.org.uk/services/soilsguide/soilscapes.cfm?ssid=3,Salix_spp,Salix_caprea,417000.0,217000.0,9.24722957611084,189.0,Loamy
4316,0.61,0.22,4.89,0.6,0.89,12.91,SiteHH,Nil,Nil,Nil,Nil,Nil,y,ClarksonWoods,YES,Freely_draining,Nil,Lime-rich,Nil,Nil,2009-05-30 00:00:00,Herb-rich_Downland_and_limestone_pastures;_limestone_pavements_in_the_uplands;_Beech_hangers_and_other_lime-rich_woodlands,YES,Nil,Nil,Arable_and_grassland,0343c,0.29,0.1,3.63,0.6,0.0,10.78,0.94,0.4,5.97,8.37,2.8,15.27,GRADE_3,Nil,Nil,0.25,Grassland,Nil,678.0,31SB11,31.0,Shallow_lime-rich_soils_over_chalk_or_limestone,Nil,Nil,3.0,2018.0,Nil,clay,SB,http://www.landis.org.uk/services/soilsguide/soilscapes.cfm?ssid=3,Allium_vineale,Crow_garlic,424971.0,206886.0,9.622039794921875,107.0,Loamy
4317,0.61,0.22,4.89,0.6,0.89,12.91,SiteHH,Nil,1.0,Nil,Nil,Nil,y,ClarksonWoods,YES,Freely_draining,Nil,Lime-rich,Nil,Nil,2009-05-30 00:00:00,Herb-rich_Downland_and_limestone_pastures;_limestone_pavements_in_the_uplands;_Beech_hangers_and_other_lime-rich_woodlands,YES,Nil,Nil,Arable_and_grassland,0343c,0.29,0.1,3.63,0.6,0.0,10.78,0.94,0.4,5.97,8.37,2.8,15.27,GRADE_3,Nil,Nil,1.515716566510398,Grassland,1.0,678.0,31SB11,31.0,Shallow_lime-rich_soils_over_chalk_or_limestone,Nil,Nil,3.0,2018.0,Nil,clay,SB,http://www.landis.org.uk/services/soilsguide/soilscapes.cfm?ssid=3,Arrhenatherum_elatius,False_Oat_Grass,424971.0,206886.0,9.622039794921875,107.0,Loamy
4318,0.61,0.22,4.89,0.6,0.89,12.91,SiteHH,Nil,1.0,Nil,Nil,Nil,n,ClarksonWoods,YES,Freely_draining,Nil,Lime-rich,Nil,Nil,2009-05-30 00:00:00,Herb-rich_Downland_and_limestone_pastures;_limestone_pavements_in_the_uplands;_Beech_hangers_and_other_lime-rich_woodlands,YES,Nil,Nil,Arable_and_grassland,0343c,0.29,0.1,3.63,0.6,0.0,10.78,0.94,0.4,5.97,8.37,2.8,15.27,GRADE_3,Nil,Nil,4.349659601096467,Grassland,Nil,678.0,31SB11,31.0,Shallow_lime-rich_soils_over_chalk_or_limestone,Nil,Nil,3.0,2018.0,Nil,clay,SB,http://www.landis.org.uk/services/soilsguide/soilscapes.cfm?ssid=3,Brachypodium_pinnatum,Tor_grass,424971.0,206886.0,9.622039794921875,107.0,Loamy
4319,0.61,0.22,4.89,0.6,0.89,12.91,SiteHH,Nil,1.0,Nil,Nil,Nil,y,ClarksonWoods,YES,Freely_draining,Nil,Lime-rich,Nil,Nil,2009-05-30 00:00:00,Herb-rich_Downland_and_limestone_pastures;_limestone_pavements_in_the_uplands;_Beech_hangers_and_other_lime-rich_woodlands,YES,Nil,Nil,Arable_and_grassland,0343c,0.29,0.1,3.63,0.6,0.0,10.78,0.94,0.4,5.97,8.37,2.8,15.27,GRADE_3,Nil,Nil,0.25,Grassland,1.0,678.0,31SB11,31.0,Shallow_lime-rich_soils_over_chalk_or_limestone,Nil,Nil,3.0,2018.0,Nil,clay,SB,http://www.landis.org.uk/services/soilsguide/soilscapes.cfm?ssid=3,Dactylis_glomerata,Cocksfoot,424971.0,206886.0,9.622039794921875,107.0,Loamy
4320,0.61,0.22,4.89,0.6,0.89,12.91,SiteHH,1.0,1.0,Nil,1.0,Nil,y,ClarksonWoods,YES,Freely_draining,Nil,Lime-rich,Nil,Nil,2009-05-30 00:00:00,Herb-rich_Downland_and_limestone_pastures;_limestone_pavements_in_the_uplands;_Beech_hangers_and_other_lime-rich_woodlands,YES,Nil,Nil,Arable_and_grassland,0343c,0.29,0.1,3.63,0.6,0.0,10.78,0.94,0.4,5.97,8.37,2.8,15.27,GRADE_3,Nil,Nil,16.41579877752354,Grassland,Nil,678.0,31SB11,31.0,Shallow_lime-rich_soils_over_chalk_or_limestone,Nil,Nil,3.0,2018.0,Nil,clay,SB,http://www.landis.org.uk/services/soilsguide/soilscapes.cfm?ssid=3,Fescue_spp,Red_fescue,424971.0,206886.0,9.622039794921875,107.0,Loamy
4321,0.61,0.22,4.89,0.6,0.89,12.91,SiteHH,Nil,Nil,Nil,1.0,Nil,n,ClarksonWoods,YES,Freely_draining,Nil,Lime-rich,Nil,Nil,2009-05-30 00:00:00,Herb-rich_Downland_and_limestone_pastures;_limestone_pavements_in_the_uplands;_Beech_hangers_and_other_lime-rich_woodlands,YES,Nil,32.375,Arable_and_grassland,0343c,0.29,0.1,3.63,0.6,0.0,10.78,0.94,0.4,5.97,8.37,2.8,15.27,GRADE_3,Nil,Nil,4.349659601096467,Grassland,Nil,678.0,31SB11,31.0,Shallow_lime-rich_soils_over_chalk_or_limestone,Nil,Nil,3.0,2018.0,Nil,clay,SB,http://www.landis.org.uk/services/soilsguide/soilscapes.cfm?ssid=3,Galium_spp,Lady's_Bedstraw,424971.0,206886.0,9.622039794921875,107.0,Loamy
4322,0.61,0.22,4.89,0.6,0.89,12.91,SiteHH,Nil,1.0,Nil,Nil,Nil,y,ClarksonWoods,YES,Freely_draining,Nil,Lime-rich,Nil,Nil,2009-05-30 00:00:00,Herb-rich_Downland_and_limestone_pastures;_limestone_pavements_in_the_uplands;_Beech_hangers_and_other_lime-rich_woodlands,YES,Nil,21.17,Arable_and_grassland,0343c,0.29,0.1,3.63,0.6,0.0,10.78,0.94,0.4,5.97,8.37,2.8,15.27,GRADE_3,Nil,Nil,0.25,Grassland,Nil,678.0,31SB11,31.0,Shallow_lime-rich_soils_over_chalk_or_limestone,Nil,Nil,3.0,2018.0,Nil,clay,SB,http://www.landis.org.uk/services/soilsguide/soilscapes.cfm?ssid=3,Medicago_lupulina,Black_Medick,424971.0,206886.0,9.622039794921875,107.0,Loamy
4323,0.61,0.22,4.89,0.6,0.89,12.91,SiteHH,Nil,Nil,Nil,Nil,Nil,y,ClarksonWoods,YES,Freely_draining,Nil,Lime-rich,Nil,Nil,2009-05-30 00:00:00,Herb-rich_Downland_and_limestone_pastures;_limestone_pavements_in_the_uplands;_Beech_hangers_and_other_lime-rich_woodlands,YES,Nil,76.25,Arable_and_grassland,0343c,0.29,0.1,3.63,0.6,0.0,10.78,0.94,0.4,5.97,8.37,2.8,15.27,GRADE_3,Nil,Nil,4.349659601096467,Grassland,Nil,678.0,31SB11,31.0,Shallow_lime-rich_soils_over_chalk_or_limestone,Nil,Nil,3.0,2018.0,Nil,clay,SB,http://www.landis.org.uk/services/soilsguide/soilscapes.cfm?ssid=3,Pastinaca_sativa,Wild_parsnip,424971.0,206886.0,9.622039794921875,107.0,Loamy
4324,0.61,0.22,4.89,0.6,0.89,12.91,SiteHH,Nil,1.0,Nil,1.0,Nil,y,ClarksonWoods,YES,Freely_draining,Nil,Lime-rich,Nil,Nil,2009-05-30 00:00:00,Herb-rich_Downland_and_limestone_pastures;_limestone_pavements_in_the_uplands;_Beech_hangers_and_other_lime-rich_woodlands,YES,Nil,0.37,Arable_and_grassland,0343c,0.29,0.1,3.63,0.6,0.0,10.78,0.94,0.4,5.97,8.37,2.8,15.27,GRADE_3,Nil,Nil,4.349659601096467,Grassland,Nil,678.0,31SB11,31.0,Shallow_lime-rich_soils_over_chalk_or_limestone,Nil,Nil,3.0,2018.0,Nil,clay,SB,http://www.landis.org.uk/services/soilsguide/soilscapes.cfm?ssid=3,Plantago_lanceolata,Ribwort_plantain,424971.0,206886.0,9.622039794921875,107.0,Loamy
